ID	age	gender	date	block	trial	stim_type	stim_step	intensity	resp1	resp1_t	resp1_btn	resp2	resp2_t	resp2_btn	stim_delay	mri_trigger	t_mri_stim_onset	onset_fix	onset_cue	onset_stim_p	onset_resp1	onset_resp1_p	onset_resp2	onset_ITI
09	32	m	2016/02/01	2	12	0	0.00	0.000000	0	0.5003	7	2	0.0799	6	0.8850	16881.121211	2007.302557	16881.211443	16882.197715	16883.183989	16892.177482	16892.712411	16893.665250	16893.782266
09	32	m	2016/02/01	2	13	1	1.00	2.550000	1	0.3744	6	2	0.2749	6	0.8850	16902.121441	2007.423257	16902.207393	16903.193666	16904.179941	16913.173431	16913.574628	16914.661202	16914.962100
09	32	m	2016/02/01	2	14	1	1.00	2.550000	1	0.6142	6	1	0.2037	5	0.8850	16923.121652	2007.513781	16923.220063	16924.206336	16925.192611	16934.186100	16934.838044	16935.673871	16935.907901
09	32	m	2016/02/01	2	15	1	1.00	2.550000	1	0.5083	6	2	0.0716	6	0.8850	16944.121901	2007.654597	16944.216015	16945.202287	16946.188567	16955.182051	16955.716986	16956.669822	16956.770121
09	32	m	2016/02/01	2	16	2	1.00	2.800000	1	0.5985	6	1	0.2817	5	0.8850	16965.122144	2007.755180	16965.211965	16966.198239	16967.184514	16976.178005	16976.813232	16977.665773	16977.983390
09	32	m	2016/02/01	2	17	1	1.00	2.550000	1	0.6109	6	2	0.2545	6	0.8850	16986.122393	2007.875879	16986.207916	16987.194191	16988.180464	16997.173955	16997.809181	16998.661726	16998.945904
09	32	m	2016/02/01	2	18	1	1.00	2.550000	0	0.8525	7	3	0.3251	7	0.8850	17007.122649	2007.875879	17007.220586	17008.206859	17009.193135	17018.186623	17019.072599	17019.674395	17020.025439
09	32	m	2016/02/01	2	19	0	0.00	0.000000	0	1.2252	7	2	0.6331	6	0.8850	17028.122871	2007.825588	17028.216537	17029.202811	17030.189086	17039.182575		17040.670345	17041.323048
09	32	m	2016/02/01	2	20	1	1.00	2.550000	1	0.5848	6	1	0.1621	5	0.8850	17049.123091	2007.775297	17049.213076	17050.199355	17051.185626	17060.179122	17060.797040	17061.666297	17061.866898
09	32	m	2016/02/01	2	21	1	1.00	2.550000	1	0.3475	6	3	0.4232	7	0.8850	17070.123356	2006.900226	17070.208440	17071.194714	17072.180988	17081.174479	17081.558961	17082.662249	17083.113632
09	32	m	2016/02/01	2	22	1	1.00	2.550000	1	0.4258	6	1	0.2811	5	0.8850	17091.123577	2007.000809	17091.221108	17092.207383	17093.193659	17102.187147	17102.638492	17103.674920	17103.992532
09	32	m	2016/02/01	2	23	1	1.00	2.550000	1	0.4108	6	1	0.2929	5	0.8850	17112.123810	2007.111450	17112.217062	17113.203335	17114.189609	17123.183099	17123.617727	17124.670869	17124.988482
09	32	m	2016/02/01	2	24	1	1.00	2.550000	1	0.3364	6	1	0.5233	5	0.8850	17133.124066	2007.222091	17133.213011	17134.199286	17135.185561	17144.179050	17144.546832	17145.666820	17146.218466
09	32	m	2016/02/01	2	25	1	1.00	2.550000	0	0.5125	7	2	0.2748	6	0.8850	17154.124277	2007.352849	17154.208963	17155.195238	17156.181512	17165.175002	17165.726650	17166.662772	17166.963670
09	32	m	2016/02/01	2	26	0	0.00	0.000000	0	0.8604	7	3	0.3012	7	0.8850	17175.124522	2007.473548	17175.221632	17176.207905	17177.194183	17186.187671	17187.073646	17187.675441	17188.009773
09	32	m	2016/02/01	2	27	2	1.00	2.800000	1	0.6289	6	4	0.3677	8	0.8850	17196.124780	2007.584189	17196.217583	17197.203858	17198.190133	17207.183622	17207.835567	17208.671392	17209.072597
09	32	m	2016/02/01	2	28	1	1.00	2.550000	1	0.5347	6	3	0.3163	7	0.8850	17217.125008	2007.714947	17217.213535	17218.199809	17219.186085	17228.179574	17228.747935	17229.667344	17230.018391
09	32	m	2016/02/01	2	29	0	0.00	0.000000	0	1.2752	7	3	0.1801	7	0.8850	17238.125223	2006.880109	17238.209487	17239.195765	17240.182035	17249.175526		17250.663296	17250.880613
09	32	m	2016/02/01	2	30	2	1.00	2.800000	1	0.6412	6	4	0.4477	8	0.8850	17259.125474	2007.041042	17259.222156	17260.208429	17261.194705	17270.188194	17270.856855	17271.675964	17272.160743
09	32	m	2016/02/01	2	31	0	0.00	0.000000	0	0.7405	7	3	0.1707	7	0.8850	17280.125723	2007.081275	17280.218110	17281.204382	17282.190656	17291.184148	17291.953106	17292.671916	17292.872514
09	32	m	2016/02/01	2	32	1	1.00	2.550000	1	0.4571	6	1	0.2435	5	0.8850	17301.125960	2007.201974	17301.214060	17302.200333	17303.186609	17312.180097	17312.664877	17313.667868	17313.935332
09	32	m	2016/02/01	2	33	1	1.00	2.550000	0	0.3232	7	2	0.2793	6	0.8850	17322.126188	2007.332732	17322.210009	17323.196286	17324.182560	17333.176049	17333.527096	17334.663819	17334.981434
09	32	m	2016/02/01	2	34	1	1.00	2.550000	1	0.4465	6	3	0.3112	7	0.8850	17343.126437	2007.443373	17343.222680	17344.208953	17345.195819	17354.189307	17354.674087	17355.677078	17356.028149
09	32	m	2016/02/01	2	35	1	1.00	2.550000	1	0.4105	6	3	0.4490	7	0.8850	17364.126680	2007.574131	17364.218630	17365.204904	17366.191179	17375.184671	17375.619299	17376.672440	17377.157221
09	32	m	2016/02/01	2	36	1	1.00	2.550000	1	1.1418	6	2	0.3177	6	0.8850	17385.126912	2007.725005	17385.214582	17386.200857	17387.187132	17396.180621	17397.350778	17397.668392	17398.019438
09	32	m	2016/02/01	2	37	0	0.00	0.000000	0	0.4286	7	3	0.1975	7	0.8850	17406.127145	2007.815530	17406.227251	17407.213525	17408.199800	17417.193293	17417.644635	17418.681061	17418.915091
09	32	m	2016/02/01	2	38	2	1.00	2.800000	1	0.5012	6	2	0.6910	6	0.8850	17427.127366	2006.990750	17427.223203	17428.209477	17429.195750	17438.189241	17438.724170	17439.677011	17440.395820
09	32	m	2016/02/01	2	39	1	1.00	2.550000	1	0.5304	6	1	0.3182	5	0.8850	17448.127625	2007.101392	17448.219159	17449.205427	17450.191702	17459.185196	17459.736836	17460.672963	17461.024013
09	32	m	2016/02/01	2	40	1	1.00	2.550000	0	0.8035	7	1	0.8364	5	0.8850	17469.127841	2007.201974	17469.215106	17470.201379	17471.187657	17480.181144	17481.016973	17481.668915	17482.538176
09	32	m	2016/02/01	3	1	0	0.00	0.000000	0	0.9708	7	3	0.4200	7	0.8850	14322.583111	1999.648203	14322.681460	14323.667731	14324.654005	14333.647495	14334.649899	14335.134676	14335.569328
09	32	m	2016/02/01	3	2	1	1.00	2.500000	0	0.3136	7	3	0.2650	7	0.8850	14343.583323	1999.105056	14343.676821	14344.663094	14345.649370	14354.642859	14354.977189	14356.130628	14356.414809
09	32	m	2016/02/01	3	3	0	0.00	0.000000	0	0.6683	7	3	0.2693	7	0.8850	14364.583567	1999.909719	14364.672771	14365.659047	14366.645324	14375.638809	14376.324187	14377.126581	14377.410759
09	32	m	2016/02/01	3	4	1	1.00	2.500000	1	0.6059	6	1	0.3374	5	0.8850	14385.583803	1999.738728	14385.668723	14386.654997	14387.641272	14396.634765	14397.269990	14398.122532	14398.490296
09	32	m	2016/02/01	3	5	1	1.00	2.500000	0	0.6741	7	3	0.3214	7	0.8850	14406.584060	2001.146888	14406.681392	14407.667666	14408.653941	14417.648024	14418.350114	14419.135790	14419.486836
09	32	m	2016/02/01	3	6	1	1.00	2.500000	0	0.8614	7	1	0.3865	5	0.8850	14427.584471	2001.287704	14427.677938	14428.663618	14429.649892	14438.643382	14439.529357	14440.131152	14440.549070
09	32	m	2016/02/01	3	7	2	1.00	2.800000	0	1.5000	0	3	0.2650	7	0.8850	14448.584557	2001.438578	14448.673295	14449.659569	14450.645846	14459.639333		14461.177251	14461.461434
09	32	m	2016/02/01	3	8	1	1.00	2.500000	1	0.7610	6	1	0.2656	5	0.8850	14469.584794	2001.649802	14469.669246	14470.655521	14471.641796	14480.635285	14481.420962	14482.123056	14482.407236
09	32	m	2016/02/01	3	9	0	0.00	0.000000	0	0.3679	7	3	0.4976	7	0.8850	14490.585027	2001.780559	14490.681921	14491.668189	14492.654464	14501.647954	14502.032433	14503.135724	14503.653936
09	32	m	2016/02/01	3	10	1	1.00	2.500000	0	1.5000	0	3	0.0646	7	0.8850	14511.585233	2001.871084	14511.677869	14512.664141	14513.650416	14522.643930		14524.181823	14524.265408
09	32	m	2016/02/01	3	11	2	1.00	2.800000	1	0.6613	6	1	0.3350	5	0.8850	14532.585483	2001.016130	14532.673819	14533.660093	14534.646368	14543.639857	14544.325236	14545.127627	14545.478673
09	32	m	2016/02/01	3	12	0	0.00	0.000000	0	0.4446	7	4	0.2745	8	0.8850	14553.585736	2001.167004	14553.669770	14554.656045	14555.642318	14564.635810	14565.103871	14566.123580	14566.424476
09	32	m	2016/02/01	3	13	1	1.00	2.500000	0	0.3714	7	3	0.5613	7	0.8850	14574.585976	2001.307820	14574.682439	14575.668713	14576.654988	14585.648478	14586.049680	14587.136247	14587.721326
09	32	m	2016/02/01	3	14	2	1.00	2.800000	1	0.5240	6	1	0.2752	5	0.8850	14595.586211	2001.448636	14595.678392	14596.664665	14597.650939	14606.644428	14607.196074	14608.132199	14608.433097
09	32	m	2016/02/01	3	15	1	1.00	2.500000	1	0.7244	6	1	0.2752	5	0.8850	14616.586459	2000.623857	14616.674342	14617.660622	14618.646891	14627.640380	14628.392624	14629.128151	14629.429050
09	32	m	2016/02/01	3	16	1	1.00	2.500000	0	0.5667	7	3	0.5146	7	0.8850	14637.586687	2001.740326	14637.670356	14638.656568	14639.642843	14648.636333	14649.221410	14650.124102	14650.659032
09	32	m	2016/02/01	3	17	1	1.00	2.500000	0	0.4313	7	3	0.2624	7	0.8850	14658.586895	2001.911317	14658.682966	14659.669236	14660.655511	14669.649002	14670.100347	14671.136771	14671.420952
09	32	m	2016/02/01	3	18	1	1.00	2.500000	1	0.3082	6	1	0.3045	5	0.8850	14679.587141	2002.032017	14679.678916	14680.665187	14681.651463	14690.644952	14690.979283	14692.132723	14692.467054
09	32	m	2016/02/01	3	19	1	1.00	2.500000	0	1.5000	0	0	1.5000	0	0.8850	14700.587399	2002.172832	14700.674865	14701.661140	14702.647415	14711.640904		14713.178822	14714.700027
09	32	m	2016/02/01	3	20	1	1.00	2.500000	0	0.4890	7	1	0.3587	5	0.8850	14721.587621	2001.317878	14721.687538	14722.674405	14723.660670	14732.654168	14733.172383	14734.141934	14734.525825
09	32	m	2016/02/01	3	21	0	0.00	0.000000	0	0.5547	7	3	0.3172	7	0.8850	14742.587840	2001.468753	14742.683488	14743.669758	14744.656034	14753.649526	14754.234604	14755.137294	14755.471623
09	32	m	2016/02/01	3	22	1	1.00	2.500000	0	0.5476	7	3	0.2671	7	0.8850	14763.588107	2000.895430	14763.679437	14764.665713	14765.651987	14774.645475	14775.213837	14776.133247	14776.417427
09	32	m	2016/02/01	3	23	1	1.00	2.500000	0	0.7353	7	2	0.2641	6	0.8850	14784.588318	1999.517446	14784.675388	14785.661664	14786.647938	14795.641427	14796.393671	14797.129198	14797.413379
09	32	m	2016/02/01	3	24	1	1.00	2.500000	0	0.6725	7	1	0.2690	5	0.8850	14805.588564	1998.069053	14805.688058	14806.674331	14807.660605	14816.654139	14817.356199	14818.141866	14818.426045
09	32	m	2016/02/01	3	25	1	1.00	2.500000	0	0.6751	7	3	0.2024	7	0.8850	14826.588805	1997.596313	14826.684016	14827.670284	14828.656557	14837.650047	14838.352144	14839.137818	14839.355131
09	32	m	2016/02/01	3	26	2	1.00	2.800000	0	0.5572	7	2	0.2399	6	0.8850	14847.589032	1996.741359	14847.679961	14848.666234	14849.652511	14858.645999	14859.231077	14860.133769	14860.401234
09	32	m	2016/02/01	3	27	1	1.00	2.500000	0	0.6236	7	2	0.2843	6	0.8850	14868.589264	1997.827654	14868.675912	14869.662187	14870.648462	14879.641953	14880.293896	14881.129721	14881.430618
09	32	m	2016/02/01	3	28	1	1.00	2.500000	1	0.6284	6	2	0.4772	6	0.8850	14889.589513	1996.932467	14889.688585	14890.674855	14891.661130	14900.654620	14901.306565	14902.142389	14902.643886
09	32	m	2016/02/01	3	29	0	0.00	0.000000	0	0.4238	7	4	0.2929	8	0.8850	14910.589749	1997.063224	14910.684534	14911.670807	14912.657080	14921.650571	14922.101917	14923.138342	14923.455955
09	32	m	2016/02/01	3	30	1	1.00	2.500000	1	0.5877	6	1	0.2670	5	0.8850	14931.589971	1997.183924	14931.680485	14932.666758	14933.653034	14942.646522	14943.265039	14944.134293	14944.418474
09	32	m	2016/02/01	3	31	2	1.00	2.800000	0	0.5033	7	1	0.2776	5	0.8850	14952.590190	1997.304623	14952.676435	14953.662711	14954.648985	14963.642476	14964.177409	14965.130245	14965.431142
09	32	m	2016/02/01	3	32	1	1.00	2.500000	0	0.3692	7	1	0.0146	5	0.8850	14973.590427	1997.425323	14973.689106	14974.675379	14975.661653	14984.655145	14985.039621	14986.142913	14986.176346
09	32	m	2016/02/01	3	33	1	1.00	2.500000	1	0.7858	6	1	0.2238	5	0.8850	14994.590667	1997.556080	14994.685058	14995.671331	14996.657604	15005.651095	15006.453486	15007.138865	15007.389615
09	32	m	2016/02/01	3	34	1	1.00	2.500000	0	0.6813	7	1	0.2389	5	0.8850	15015.590926	1997.686838	15015.681008	15016.667282	15017.653558	15026.647636	15027.349728	15028.135417	15028.402872
09	32	m	2016/02/01	3	35	1	1.00	2.500000	0	0.8079	7	1	0.3298	5	0.8850	15036.591141	1997.797479	15036.677553	15037.663232	15038.649509	15047.643000	15048.478824	15049.130768	15049.481866
09	32	m	2016/02/01	3	36	1	1.00	2.500000	0	0.5521	7	2	0.2251	6	0.8850	15057.591375	1996.922408	15057.689632	15058.675902	15059.662177	15068.655668	15069.224026	15070.143437	15070.394187
09	32	m	2016/02/01	3	37	0	0.00	0.000000	0	0.6000	7	3	0.2037	7	0.8850	15078.591638	1998.028820	15078.685580	15079.671856	15080.658127	15089.651618	15090.270129	15091.139390	15091.373420
09	32	m	2016/02/01	3	38	0	0.00	0.000000	0	1.5000	0	3	0.9542	7	0.8850	15099.591885	1997.183924	15099.681531	15100.667806	15101.654081	15110.647570		15112.185679	15113.155048
09	32	m	2016/02/01	3	39	0	0.00	0.000000	0	1.5000	0	3	0.0812	7	0.8850	15120.592115	1997.284507	15120.677483	15121.663758	15122.650033	15131.643521		15133.181440	15133.281741
09	32	m	2016/02/01	3	40	0	0.00	0.000000	0	0.3022	7	4	0.3124	8	0.8850	15141.592355	1997.395148	15141.690153	15142.676426	15143.662701	15152.656191	15152.973802	15154.143960	15154.478291
09	32	m	2016/02/01	4	1	1	1.00	2.550000	1	0.3841	6	0	1.5000	-1	0.8850	15301.196922	2006.507953	15301.283375	15302.269651	15303.255924	15312.249419	15312.650060	15313.736596	15315.257799
09	32	m	2016/02/01	4	2	0	0.00	0.000000	0	1.5000	-1	0	1.5000	-1	0.8850	15322.197159	2005.471950	15322.295459	15323.281729	15324.268004	15333.261496		15334.799450	15336.320618
09	32	m	2016/02/01	4	3	1	1.00	2.550000	0	1.5000	-1	0	1.5000	-1	0.8850	15343.197383	2005.532299	15343.291409	15344.277683	15345.263957	15354.257447		15355.795370	15357.316570
09	32	m	2016/02/01	4	4	0	0.00	0.000000	0	1.5000	-1	0	1.5000	-1	0.8850	15364.197603	2005.652999	15364.287360	15365.273634	15366.259909	15375.253398		15376.791318	15378.312520
09	32	m	2016/02/01	4	5	0	0.00	0.000000	0	1.5000	-1	0	1.5000	-1	0.8850	15385.197857	2005.783756	15385.283311	15386.269586	15387.255861	15396.249357		15397.787269	15399.308472
09	32	m	2016/02/01	4	6	1	1.00	2.550000	0	1.5000	-1	0	1.5000	-1	0.8850	15406.198099	2005.894397	15406.296568	15407.282846	15408.269125	15417.262612		15418.817247	15420.337857
09	32	m	2016/02/01	4	7	1	1.00	2.550000	0	1.5000	-1	0	1.5000	-1	0.8850	15427.198348	2006.015097	15427.291933	15428.278206	15429.264481	15438.257970		15439.795888	15441.317111
09	32	m	2016/02/01	4	8	1	1.00	2.550000	0	1.5000	-1	0	1.5000	-1	0.8850	15448.198592	2006.135796	15448.287889	15449.274158	15450.260432	15459.253922		15460.791841	15462.313047
09	32	m	2016/02/01	4	9	1	1.00	2.550000	0	1.5000	-1	0	1.5000	-1	0.8850	15469.198792	2006.256496	15469.283833	15470.270109	15471.256385	15480.249975		15481.787793	15483.308995
09	32	m	2016/02/01	4	10	1	1.00	2.550000	0	1.5000	-1	0	1.5000	-1	0.8850	15490.199034	2006.367137	15490.296505	15491.282782	15492.269051	15501.262543		15502.800461	15504.321665
09	32	m	2016/02/01	4	11	1	1.00	2.550000	0	1.5000	-1	0	1.5000	-1	0.8850	15511.199266	2005.502124	15511.292455	15512.278729	15513.265005	15522.258496		15523.796414	15525.317617
09	32	m	2016/02/01	4	12	1	1.00	2.550000	0	1.5000	-1	0	1.5000	-1	0.8850	15532.199509	2005.612766	15532.288407	15533.274680	15534.260956	15543.254445		15544.792365	15546.313569
09	32	m	2016/02/01	4	13	0	0.00	0.000000	0	1.5000	-1	0	1.5000	-1	0.8850	15553.199782	2005.773698	15553.284357	15554.270632	15555.256908	15564.250398		15565.788315	15567.309520
09	32	m	2016/02/01	4	14	0	0.00	0.000000	0	1.5000	-1	0	1.5000	-1	0.8850	15574.199979	2005.864223	15574.297028	15575.283300	15576.269576	15585.263065		15586.800983	15588.322189
09	32	m	2016/02/01	4	15	1	1.00	2.550000	0	1.5000	-1	0	1.5000	-1	0.8850	15595.200219	2005.974864	15595.292978	15596.279253	15597.265529	15606.259017		15607.796937	15609.318146
09	32	m	2016/02/01	4	16	0	0.00	0.000000	0	1.5000	-1	0	1.5000	-1	0.8850	15616.200452	2006.095563	15616.288932	15617.275203	15618.261478	15627.254971		15628.792888	15630.314092
09	32	m	2016/02/01	4	17	0	0.00	0.000000	0	1.5000	-1	0	1.5000	-1	0.8850	15637.200698	2006.256496	15637.284881	15638.271155	15639.257432	15648.250921		15649.788839	15651.310044
09	32	m	2016/02/01	4	18	1	1.00	2.550000	0	1.5000	-1	0	1.5000	-1	0.8850	15658.200951	2006.326904	15658.297552	15659.283828	15660.270100	15669.263589		15670.801507	15672.322712
09	32	m	2016/02/01	4	19	2	1.00	2.800000	0	1.5000	-1	0	1.5000	-1	0.8850	15679.201180	2005.451833	15679.293502	15680.279776	15681.266051	15690.259543		15691.797461	15693.318665
09	32	m	2016/02/01	4	20	2	1.00	2.800000	0	1.5000	-1	0	1.5000	-1	0.8850	15700.201441	2005.703290	15700.289454	15701.275727	15702.262002	15711.255495		15712.793412	15714.314616
09	32	m	2016/02/01	4	21	2	1.00	2.800000	0	1.5000	-1	0	1.5000	-1	0.8850	15721.201649	2007.071217	15721.285448	15722.271679	15723.257955	15732.251444		15733.789362	15735.310567
09	32	m	2016/02/01	4	22	1	1.00	2.550000	0	1.5000	-1	0	1.5000	-1	0.8850	15742.201900	2006.477778	15742.298076	15743.284348	15744.270623	15753.264113		15754.819344	15756.340542
09	32	m	2016/02/01	4	23	1	1.00	2.550000	0	1.5000	-1	0	1.5000	-1	0.8850	15763.202117	2006.709118	15763.294614	15764.280888	15765.267184	15774.260064		15775.797982	15777.319188
09	32	m	2016/02/01	4	24	1	1.00	2.550000	0	1.5000	-1	0	1.5000	-1	0.8850	15784.202352	2006.789585	15784.289977	15785.276250	15786.262525	15795.256018		15796.793934	15798.315139
09	32	m	2016/02/01	4	25	1	1.00	2.550000	0	1.5000	-1	0	1.5000	-1	0.8850	15805.202613	2006.920342	15805.302647	15806.288920	15807.275195	15816.268686		15817.806602	15819.327808
09	32	m	2016/02/01	4	26	1	1.00	2.550000	0	1.5000	-1	0	1.5000	-1	0.8850	15826.202864	2007.041042	15826.298597	15827.284875	15828.271148	15837.264636		15838.802554	15840.323759
09	32	m	2016/02/01	4	27	1	1.00	2.550000	0	1.5000	-1	0	1.5000	-1	0.8850	15847.203058	2006.155913	15847.294549	15848.280824	15849.267097	15858.260590		15859.798544	15861.319719
09	32	m	2016/02/01	4	28	1	1.00	2.550000	0	1.5000	-1	0	1.5000	-1	0.8850	15868.203336	2006.286671	15868.290501	15869.276775	15870.263049	15879.256539		15880.794459	15882.315663
09	32	m	2016/02/01	4	29	2	1.00	2.800000	0	1.5000	-1	0	1.5000	-1	0.8850	15889.203547	2006.407370	15889.303171	15890.289444	15891.275718	15900.269209		15901.807126	15903.328331
09	32	m	2016/02/01	4	30	1	1.00	2.550000	0	1.5000	-1	0	1.5000	-1	0.8850	15910.203810	2006.538128	15910.299121	15911.285396	15912.271672	15921.265160		15922.803078	15924.324282
09	32	m	2016/02/01	4	31	1	1.00	2.550000	0	1.5000	-1	0	1.5000	-1	0.8850	15931.204031	2006.658827	15931.295073	15932.281348	15933.267622	15942.261111		15943.799030	15945.320235
09	32	m	2016/02/01	4	32	0	0.00	0.000000	0	1.5000	-1	0	1.5000	-1	0.8850	15952.204250	2006.789585	15952.291024	15953.277299	15954.263572	15963.257063		15964.794983	15966.316186
09	32	m	2016/02/01	4	33	1	1.00	2.550000	0	1.5000	-1	0	1.5000	-1	0.8850	15973.204512	2006.900226	15973.303695	15974.289966	15975.276242	15984.269731		15985.807650	15987.328854
09	32	m	2016/02/01	4	34	1	1.00	2.550000	0	1.5000	-1	0	1.5000	-1	0.8850	15994.204753	2007.030984	15994.299644	15995.285919	15996.272194	16005.265683		16006.803601	16008.324806
09	32	m	2016/02/01	4	35	0	0.00	0.000000	0	1.5000	-1	0	1.5000	-1	0.8850	16015.204964	2007.151683	16015.295596	16016.281871	16017.268146	16026.261636		16027.799553	16029.320771
09	32	m	2016/02/01	4	36	1	1.00	2.550000	0	1.5000	-1	0	1.5000	-1	0.8850	16036.205233	2006.286671	16036.291548	16037.277822	16038.264096	16047.257587		16048.795505	16050.316710
09	32	m	2016/02/01	4	37	2	1.00	2.800000	0	1.5000	-1	0	1.5000	-1	0.8850	16057.205463	2006.397312	16057.304217	16058.290489	16059.276765	16068.270255		16069.808173	16071.329378
09	32	m	2016/02/01	4	38	1	1.00	2.550000	0	1.5000	-1	0	1.5000	-1	0.8850	16078.205666	2006.518011	16078.300168	16079.286443	16080.272717	16089.266207		16090.804128	16092.325330
09	32	m	2016/02/01	4	39	1	1.00	2.550000	0	1.5000	-1	0	1.5000	-1	0.8850	16099.205929	2006.658827	16099.296120	16100.282394	16101.269260	16110.262749		16111.817393	16113.338585
09	32	m	2016/02/01	4	40	0	0.00	0.000000	0	1.5000	-1	0	1.5000	-1	0.8850	16120.206164	2006.799643	16120.292686	16121.278347	16122.264621	16131.258110		16132.796028	16134.317233
10	32	w	2016/02/02	1	1	1	1.00	1.080000	0	1.1384	7	0	1.5000	0	0.8850	2376.738272	1999.758844	2376.833033	2377.819316	2378.805597	2387.799178	2388.968761	2389.286380	2390.807595
10	32	w	2016/02/02	1	2	2	1.00	1.220000	1	0.5771	6	4	0.4491	5	0.8850	2397.738709	1999.970068	2397.828606	2398.814888	2399.801174	2408.794753	2409.396555	2410.282539	2410.750606
10	32	w	2016/02/02	1	3	1	1.00	1.080000	0	0.8298	7	2	0.7167	7	0.8850	2418.739144	2000.191351	2418.824765	2419.811051	2420.797335	2429.790916	2430.643467	2431.278699	2432.014235
10	32	w	2016/02/02	1	4	0	0.00	0.000000	0	0.5740	7	3	0.3548	6	0.8850	2439.739576	1999.678378	2439.837646	2440.823930	2441.810215	2450.803794	2451.405596	2452.291580	2452.676067
10	32	w	2016/02/02	1	5	1	1.00	1.080000	1	0.4463	6	1	0.3979	8	0.8850	2460.740067	1998.109286	2460.833808	2461.820094	2462.806376	2471.800553	2472.268617	2473.288335	2473.706408
10	32	w	2016/02/02	1	6	2	1.00	1.220000	1	0.4380	6	4	0.3251	5	0.8850	2481.740517	1997.636546	2481.830564	2482.816255	2483.802540	2492.796121	2493.264188	2494.283906	2494.634956
10	32	w	2016/02/02	1	7	1	1.00	1.080000	0	0.5250	7	2	0.3159	7	0.8850	2502.740902	1997.797479	2502.826131	2503.812417	2504.798700	2513.792281	2514.343935	2515.280065	2515.614400
10	32	w	2016/02/02	1	8	1	1.00	1.080000	1	0.5473	6	2	0.3892	7	0.8850	2523.741393	1997.948353	2523.839016	2524.825296	2525.811579	2534.805160	2535.373528	2536.292945	2536.710862
10	32	w	2016/02/02	1	9	1	1.00	1.080000	0	0.4242	7	2	0.2917	7	0.8850	2544.741840	1998.109286	2544.835174	2545.821458	2546.807741	2555.801322	2556.252675	2557.289108	2557.606726
10	32	w	2016/02/02	1	10	1	1.00	1.080000	0	0.4283	7	2	0.3388	7	0.8850	2565.742273	1998.270218	2565.831334	2566.817620	2567.803907	2576.797484	2577.248836	2578.285270	2578.653037
10	32	w	2016/02/02	1	11	1	1.00	1.080000	0	0.5516	7	2	0.3205	7	0.8850	2586.742712	1998.451267	2586.827497	2587.813783	2588.800066	2597.793648	2598.362015	2599.281430	2599.632484
10	32	w	2016/02/02	1	12	0	0.00	0.000000	0	0.5323	7	2	0.2845	7	0.8850	2607.743175	1998.582025	2607.840377	2608.826662	2609.812945	2618.806525	2619.358176	2620.294311	2620.595210
10	32	w	2016/02/02	1	13	0	0.00	0.000000	0	0.5502	7	3	0.3033	6	0.8850	2628.743620	1998.732899	2628.836541	2629.822824	2630.809107	2639.802688	2640.371053	2641.290475	2641.624812
10	32	w	2016/02/02	1	14	1	1.00	1.080000	1	0.5247	6	3	0.3100	6	0.8850	2649.744055	1997.888004	2649.832700	2650.818986	2651.805271	2660.798853	2661.350518	2662.286636	2662.620971
10	32	w	2016/02/02	1	15	1	1.00	1.080000	1	0.5377	6	2	0.3342	7	0.8850	2670.744510	1998.038878	2670.828862	2671.815148	2672.801433	2681.795014	2682.363381	2683.282797	2683.633846
10	32	w	2016/02/02	1	16	2	1.00	1.220000	1	0.5160	6	4	0.3515	5	0.8850	2691.744928	1998.199810	2691.841743	2692.828027	2693.814310	2702.807892	2703.342825	2704.295676	2704.663442
10	32	w	2016/02/02	1	17	1	1.00	1.080000	1	0.4877	6	2	0.4119	7	0.8850	2712.745353	1998.350685	2712.837906	2713.824189	2714.810473	2723.804053	2724.322281	2725.291838	2725.726473
10	32	w	2016/02/02	1	18	1	1.00	1.080000	1	0.4476	6	1	0.5469	8	0.8850	2733.745797	1998.511617	2733.834065	2734.820352	2735.806636	2744.800215	2745.268283	2746.288001	2746.856382
10	32	w	2016/02/02	1	19	1	1.00	1.080000	0	0.5232	7	3	0.3587	6	0.8850	2754.746262	1998.682608	2754.830228	2755.816517	2756.802797	2765.796379	2766.348029	2767.284753	2767.669234
10	32	w	2016/02/02	1	20	1	1.00	1.080000	1	0.5663	6	1	0.3955	8	0.8850	2775.746721	1998.823424	2775.843700	2776.829982	2777.816271	2786.809258	2787.394340	2788.297042	2788.714960
10	32	w	2016/02/02	1	21	0	0.00	0.000000	0	0.4670	7	3	0.3100	6	0.8850	2796.747121	1998.974298	2796.839272	2797.825555	2798.811842	2807.805419	2808.290203	2809.293206	2809.627538
10	32	w	2016/02/02	1	22	0	0.00	0.000000	0	0.7052	7	3	0.2974	6	0.8850	2817.747570	1998.159577	2817.835432	2818.821718	2819.808002	2828.801582	2829.537117	2830.289367	2830.606987
10	32	w	2016/02/02	1	23	1	1.00	1.080000	0	0.6282	7	1	0.3746	8	0.8850	2838.748046	1998.290335	2838.831703	2839.817878	2840.804163	2849.797745	2850.449694	2851.285527	2851.686739
10	32	w	2016/02/02	1	24	1	1.00	1.080000	0	0.4005	7	1	0.2912	8	0.8850	2859.748480	1998.250102	2859.844475	2860.830759	2861.817042	2870.810624	2871.228539	2872.298425	2872.616027
